,star,reviews
153,5,"Bought this laptop a week ago and I can say proudly that this is the best machine to date that I have used for my day-to-day tasks. Here are some pros and cons:

Pros:
* Blazing fast performance in every task that you throw at it.
* Insane battery life (14- 15 Hours) on a single charge.
* The Retina display with true tone technology gives you very natural colors which have support for the P3 color gamut.
* Instant wake up after sleep.
* The OS Ma Big Sur makes every task very smoothly.
* No t..."
154,5,"Fantastic value for money machine!! Absolute beast as far as sheer performance is concerned that being super efficient on the battery.
1. Using it mainly for coding purposes, browsing and all that regular stuff. Haven’t played any games on it so I can’t comment on battery life and performance while gaming but with regular coding stuff like web development, mobile app development, web browsing etc the battery will easily last for 10+ hrs or even more.

2. Apple nailed the thermals on this mac..."
155,5,This is my first MacBook. Already using an iPad and i-phone. Using the best of windows laptop given by office but this MacBook is a beast and completely. overshadows the windows. Takes a while to gets hands on but I am loving it day by day thanks flipkart or this amazing deal
156,4,"Pros
1. Good Speakers.
2. Good Display.
3. Good Graphics.
4. Good for gaming.
Cons
1. Laptop is little slow to start and somewhat lagging.And it's keep on updating and updating.
2. Not able to catch full strength wifi."
157,5,"Very nice laptop in this price to do basic stuff browsing and MS office use. You get HP's name and quality. Laptop takes time at boot but that's fine you can start laptop little bit early before your work. I bought HDD version cause it gives more storage than SSD. After the start laptop runs smoothly. Nowadays 8gb ram is must, 4gb will give you sluggish performance and you'll get frustrated. Windows 10 and MS office is also good, you just need to sign in with your Microsoft login, if not you ..."
158,5,Only startup booting is slow for it otherwise best I repeat best best best laptop ever I used in this range ... 5 out of 5 for this masterpiece in such a cheap range.. absolutely go for it blindly👌👌👌best look best finish stylewise and good system configuration.... I loved it a lot...HP is really awesome💐👌👍
159,5,This 💻 laptop is just awesom at this price ..must buy if u wan to buy a laptop for study purpose or of offical work this is so suitable for any work ....battery backup is 3-4 hours
160,5,"This budget lappy very well....
Performance: 5/5
Display: 4/5
Sound: 5/5
Battery: 4/5
Design: 5/5
Very nice and Ostanding Laptop
Performance very well 8gb ram very nice slim and design very nice laptop..."
161,4,"It is actually quite good in this price..good battery and processor, pretty good display and speakers!looks classy too.."
162,1,I m using this laptop last 5 days proceser was to much lag basically I am doing work from home that's why I buy this but I am choosing wrong product if I am using excel take a around 1 minimum to open excel and completely frustrated to his battery back up first day I get 3:22 hours after that I get 2:50 minutes today I plan to watch movie then full charger the laptop then he give me only 1:52 minutes I am watching movie 0 brightness and sound connect by headset but still he gives me only 1:52...
163,5,"By comparing with the all other competitors in this price range, this laptop is best in class.
Initially I thought it can't perform like i3 processor, but ryzen 3 is feeling like the another version of i5"
164,5,"Good laptop at this price .Go for it guys also good for coding.after completing all updates ,the laptop is soo smooth ."
165,3,"It's bit slow even though I'm using it for study purpose only like pdf files, browsing. 🦥
What will happen if I store my photos in it & want to use other apps?
My brother have a HP laptop with Intel processor he buyed it 4-5 years back he uses it fully like gaming to storing files still it's quick.
Everything is good in my laptop but it's speed it's not that quick but as I'm using it for study purpose I can bear it."
166,5,"No words to express. After 3 months of long research I decided this over Asus Vivobook 14. I am very happy.
Pros:
1)Display quality is superb. No colour shifting and it has excellent viewing angles.
2)Magic purple colour is so pleasing to eyes.
3)Build quality is superb, aluminium top cover and very light weight & thin also.
4)Battery backup is good(Expected 9 to 10 hours but sadly getting roughly near 8 hours.This will last a whole day on moderate usage. Don't think me wrong it will last rea..."
167,4,"Good product.. I like it.it 's light weight, battery is good lasted about 6 hours .
Pros-
battery
Ips display
Design
Light weight
Work smoothly
Speaker is good
Optane memory is +point .
Cons--
no ms office ,you have to use it online.
No protective for cam
No memory card reader.
Rest are good.worth buying .thanks flipkart."
168,5,No overheating. TrackPad sensitive/accurate. Smooth keyboard. Booting time less than 10secs. Better performance. Cute & Compact design. Battery good. Speaker volume good. Mic very clear. Wifi & Usb ports working good. Very satisfied!
169,5,"Awesome product. Very fast working and good design with a good colour. Thin and light and very handy.
Good delivery 👍 Very good product in this price. Very good for studying. ❤️👍"
170,3,Everything is good but camera isn't that cool I was expecting ....Touchpad sometimes glitches ....Build design is so cool......Acer company should have given better camera quality .... 512 SSD makes performance better ....overall it's a good mid range lappy. After 2 days I found one more problem .... Brightness level option / button both are not working ....Really disappointed !😑
171,5,"One of the best laptop under 40k
After usage my review--
Display- Quality of display is amazing, good viewing angle,almost 180 degree, full hd ips display (5/5)
Battery- Battery backup is great 46wh high capacity battery which gives almost 6-7 hour backup in normal usage (5/5)
Processer- it have i3 10gen .. which is quite good...
U can use this laptop for daily usage , work from home and office work.. it's not a gaming laptop so u can't play heavy game like gta 5 or others..
Storage- it hav..."
